hour,weekday_name,distance_to_next_m,time_gap_hours
13,Saturday,0.0,3.5708333333333333
16,Saturday,0.0,18.421944444444446
18,Monday,0.0,2.367777777777778
21,Monday,0.0,13.346944444444444
11,Thursday,0.0,1.9658333333333333
13,Friday,0.0,2.442222222222222
16,Friday,0.0,1.3005555555555555
11,Monday,0.0,2.463888888888889
21,Monday,0.0,12.559444444444445
10,Tuesday,0.0,3.2519444444444443
14,Tuesday,0.0,2.285277777777778
21,Wednesday,0.0,13.239166666666666
11,Thursday,0.0,1.4183333333333332
11,Monday,0.0,1.4875
13,Monday,0.0,3.506388888888889
17,Tuesday,0.0,3.2144444444444447
16,Wednesday,0.0,1.4366666666666668
18,Sunday,0.0,15.964444444444444
1,Wednesday,0.0,11.486944444444445
13,Wednesday,0.0,1.2580555555555555
22,Wednesday,0.0,10.643055555555556
13,Saturday,0.0,1.2291666666666667
18,Saturday,0.0,15.816666666666666
10,Tuesday,0.0,4.696111111111111
15,Tuesday,0.0,1.158611111111111
9,Wednesday,0.0,1.0077777777777779
14,Wednesday,0.0,1.073888888888889
16,Wednesday,0.0,1.2694444444444444
19,Saturday,0.0,24.886388888888888
10,Friday,0.0,1.8241666666666667
13,Saturday,0.0,2.9791666666666665
12,Tuesday,0.0,1.5811111111111111
20,Friday,0.0,2.915277777777778
16,Saturday,0.0,17.61611111111111
12,Monday,0.0,1.4536111111111112
17,Monday,0.0,2.811111111111111
11,Tuesday,0.0,1.4066666666666667
17,Tuesday,0.0,2.3891666666666667
11,Thursday,0.0,2.1825
14,Sunday,0.0,2.222777777777778
16,Sunday,0.0,1.5
18,Sunday,0.0,1.4258333333333333
15,Monday,0.0,1.241111111111111
17,Monday,0.0,2.9027777777777777
21,Monday,0.0,15.111666666666666
14,Wednesday,0.0,1.4691666666666667
20,Wednesday,0.0,15.57611111111111
17,Sunday,0.0,16.87361111111111
10,Monday,0.0,2.3158333333333334
22,Monday,0.0,15.380277777777778
20,Tuesday,0.0,14.902222222222223
11,Wednesday,0.0,1.6788888888888889
17,Friday,0.0,1.3216666666666668
19,Friday,0.0,1.1791666666666667
21,Monday,0.0,12.645
11,Wednesday,0.0,1.6188888888888888
13,Wednesday,0.0,1.3347222222222221
