hour,weekday_name,distance_to_next_m,time_gap_hours
16,Monday,0.0,17.1225
12,Tuesday,0.0,1.0383333333333333
16,Thursday,0.0,16.07138888888889
10,Friday,0.0,1.195
15,Monday,0.0,17.23
15,Wednesday,0.0,17.119444444444444
15,Thursday,0.0,17.1425
9,Friday,0.0,1.2516666666666667
13,Friday,0.0,1.0402777777777779
8,Monday,0.0,1.4736111111111112
13,Tuesday,0.0,2.174166666666667
16,Tuesday,0.0,15.413611111111111
9,Wednesday,0.0,1.3166666666666667
13,Wednesday,0.0,1.0013888888888889
11,Friday,0.0,1.0483333333333333
16,Tuesday,0.0,15.385277777777778
10,Wednesday,0.0,1.0533333333333332
11,Thursday,0.0,2.651111111111111
12,Friday,0.0,1.0991666666666666
13,Saturday,0.0,42.653333333333336
13,Monday,0.0,1.5602777777777779
10,Tuesday,0.0,1.5677777777777777
12,Tuesday,0.0,1.333611111111111
13,Tuesday,0.0,1.056111111111111
16,Tuesday,0.0,16.226111111111113
12,Wednesday,0.0,1.9111111111111112
9,Thursday,0.0,1.271111111111111
12,Thursday,0.0,1.1633333333333333
12,Friday,0.0,1.506388888888889
11,Monday,0.0,1.5333333333333334
15,Wednesday,0.0,1.2744444444444445
16,Wednesday,0.0,15.089722222222223
8,Thursday,0.0,1.5627777777777778
12,Thursday,0.0,1.3422222222222222
16,Thursday,0.0,43.31166666666667
14,Tuesday,0.0,17.241944444444446
16,Thursday,0.0,15.366944444444444
11,Monday,0.0,1.0502777777777779
16,Tuesday,0.0,15.585
11,Wednesday,0.0,1.138611111111111
8,Thursday,0.0,1.0105555555555557
11,Friday,0.0,1.3186111111111112
12,Friday,0.0,1.1711111111111112
10,Wednesday,0.0,1.376111111111111
14,Friday,0.0,1.08
10,Saturday,0.0,2.3380555555555556
9,Monday,0.0,1.0866666666666667
16,Monday,0.0,15.601666666666667
15,Wednesday,0.0,1.3422222222222222
8,Thursday,0.0,1.166388888888889
14,Tuesday,0.0,1.4166666666666667
16,Tuesday,0.0,1.1736111111111112
16,Thursday,0.0,15.15638888888889
13,Monday,0.0,1.1941666666666666
15,Wednesday,0.0,1.0827777777777778
15,Monday,0.0,16.575833333333332
8,Tuesday,0.0,1.2405555555555556
12,Thursday,0.0,1.0719444444444444
16,Monday,0.0,15.88
15,Tuesday,0.0,1.1741666666666666
